"rent, rub/month",full_address,city,"price_per_sqm, rub/month","square, m^2",type,url
188000,"улица Северная, 54",Челябинск,800,235,Универсальное помещение,https://chelyabinsk.n1.ru/view/114416440/?open_card_kn
65000,"Ленина проспект, 28в",Челябинск,1031,63,Универсальное помещение,https://chelyabinsk.n1.ru/view/115829712/?open_card_kn
350000,"улица Кирова, 110",Челябинск,700,500,Универсальное помещение,https://chelyabinsk.n1.ru/view/112527717/?open_card_kn
115000,"Комсомольский проспект, 47",Челябинск,1210,95,Универсальное помещение,https://chelyabinsk.n1.ru/view/110170049/?open_card_kn
40500,"Ленина проспект, 42",Челябинск,300,135,Универсальное помещение,https://chelyabinsk.n1.ru/view/109744597/?open_card_kn
50000,"улица 70 лет Октября, 1а",Челябинск,1000,50,Универсальное помещение,https://chelyabinsk.n1.ru/view/114061017/?open_card_kn
10500,"Копейское шоссе, 7",Челябинск,456,23,Универсальное помещение,https://chelyabinsk.n1.ru/view/112527630/?open_card_kn
60000,"улица Жукова, 9",Челябинск,1284,46,Универсальное помещение,https://chelyabinsk.n1.ru/view/115476556/?open_card_kn
30000,"улица Механическая, 101",Челябинск,300,100,Универсальное помещение,https://chelyabinsk.n1.ru/view/107258561/?open_card_kn
328800,"улица Кирова, 76",Челябинск,800,411,Универсальное помещение,https://chelyabinsk.n1.ru/view/107619377/?open_card_kn
350000,"улица Новая Пикадилли (мкр N4-МалинкиVillage), 35",Челябинск,700,500,Универсальное помещение,https://chelyabinsk.n1.ru/view/110620203/?open_card_kn
120000,"улица Блюхера, 2в",Челябинск,784,153,Универсальное помещение,https://chelyabinsk.n1.ru/view/115462491/?open_card_kn
60000,"Ленина проспект, 74",Челябинск,512,117,Универсальное помещение,https://chelyabinsk.n1.ru/view/115460177/?open_card_kn
90000,"улица Каслинская, 77",Челябинск,1551,58,Универсальное помещение,https://chelyabinsk.n1.ru/view/112934533/?open_card_kn
100000,"улица Новороссийская, 130а",Челябинск,492,203,Универсальное помещение,https://chelyabinsk.n1.ru/view/108831675/?open_card_kn
300000,"Ленина проспект, 52",Челябинск,943,318,Универсальное помещение,https://chelyabinsk.n1.ru/view/110603677/?open_card_kn
173600,"улица Лесопарковая, 7е",Челябинск,1550,112,Универсальное помещение,https://chelyabinsk.n1.ru/view/115809586/?open_card_kn
